sourceItemId,sourceId,sourceRowNumber,rawPublicationClass,rawTitle,rawCreator,rawMainGenre,rawSubgenre,rawRating,rawNotes,rawUpdatedAt
nippan-bookseller-recommendations-2025-009,nippan-bookseller-recommendations-2025,9,general-ranking,路傍のフジイ,鍋倉夫,,,9,detailUrl=http://www.honyaclub.com/shop/affiliate/itemlist.aspx?isbn=9784098625420&affiliate=hhikidashi,2025
nippan-bookseller-recommendations-2025-010,nippan-bookseller-recommendations-2025,10,general-ranking,ホストと社畜,河尻みつる,,,10,detailUrl=http://www.honyaclub.com/shop/affiliate/itemlist.aspx?isbn=9784575860016&affiliate=hhikidashi,2025
nippan-bookseller-recommendations-2025-011,nippan-bookseller-recommendations-2025,11,general-ranking,尾守つみきと奇日常。,森下みゆ,,,11,detailUrl=http://www.honyaclub.com/shop/affiliate/itemlist.aspx?isbn=9784098531820&affiliate=hhikidashi,2025
nippan-bookseller-recommendations-2025-012,nippan-bookseller-recommendations-2025,12,general-ranking,雷雷雷,ヨシアキ,,,12,detailUrl=http://www.honyaclub.com/shop/affiliate/itemlist.aspx?isbn=9784098530014&affiliate=hhikidashi,2025
nippan-bookseller-recommendations-2025-013,nippan-bookseller-recommendations-2025,13,general-ranking,となりの猫と恋知らず,あきのこ,,,13,detailUrl=http://www.honyaclub.com/shop/affiliate/itemlist.aspx?isbn=9784757591264&affiliate=hhikidashi,2025
nippan-bookseller-recommendations-2025-014,nippan-bookseller-recommendations-2025,14,general-ranking,超巡！超条先輩,沼駿,,,14,detailUrl=http://www.honyaclub.com/shop/affiliate/itemlist.aspx?isbn=9784088841083&affiliate=hhikidashi,2025
nippan-bookseller-recommendations-2025-015,nippan-bookseller-recommendations-2025,15,general-ranking,写らナイんです,コノシマルカ,,,15,detailUrl=http://www.honyaclub.com/shop/affiliate/itemlist.aspx?isbn=9784098535439&affiliate=hhikidashi,2025
nippan-bookseller-recommendations-2026-001,nippan-bookseller-recommendations-2026,1,general-ranking,ベル・プペーのスパダリ婚約～「好みじゃない」と言われた人形姫、我慢をやめたら皇子がデレデレになった。実に愛い！～（コミック）,朝霧あさき セレン,,,1,detailUrl=http://www.honyaclub.com/shop/affiliate/itemlist.aspx?isbn=9784757596566&affiliate=hhikidashi,2026
nippan-bookseller-recommendations-2026-002,nippan-bookseller-recommendations-2026,2,general-ranking,本なら売るほど,児島青,,,2,detailUrl=http://www.honyaclub.com/shop/affiliate/itemlist.aspx?isbn=9784047381070&affiliate=hhikidashi,2026
nippan-bookseller-recommendations-2026-003,nippan-bookseller-recommendations-2026,3,general-ranking,あなたのお城の小人さん ～御飯下さい、働きますっ～（コミック）,美袋和仁 п猫Ｒ 栗原一実,,,3,detailUrl=http://www.honyaclub.com/shop/affiliate/itemlist.aspx?isbn=9784757594623&affiliate=hhikidashi,2026
nippan-bookseller-recommendations-2026-004,nippan-bookseller-recommendations-2026,4,general-ranking,ディグイット,ヨシダ。,,,4,detailUrl=http://www.honyaclub.com/shop/affiliate/itemlist.aspx?isbn=9784065398043&affiliate=hhikidashi,2026
nippan-bookseller-recommendations-2026-005,nippan-bookseller-recommendations-2026,5,general-ranking,恋するリップ・ティント,楠なな,,,5,detailUrl=http://www.honyaclub.com/shop/affiliate/itemlist.aspx?isbn=9784088431147&affiliate=hhikidashi,2026
nippan-bookseller-recommendations-2026-006,nippan-bookseller-recommendations-2026,6,general-ranking,継母の心得,ほおのきソラ 藤丸豆ノ介 トール,,,6,detailUrl=http://www.honyaclub.com/shop/affiliate/itemlist.aspx?isbn=9784434343216&affiliate=hhikidashi,2026
nippan-bookseller-recommendations-2026-007,nippan-bookseller-recommendations-2026,7,general-ranking,大正學生愛妻家,粥川すず,,,7,detailUrl=http://www.honyaclub.com/shop/affiliate/itemlist.aspx?isbn=9784065374580&affiliate=hhikidashi,2026
nippan-bookseller-recommendations-2026-008,nippan-bookseller-recommendations-2026,8,general-ranking,THE BAND,ハロルド作石,,,8,detailUrl=http://www.honyaclub.com/shop/affiliate/itemlist.aspx?isbn=9784065389461&affiliate=hhikidashi,2026
nippan-bookseller-recommendations-2026-009,nippan-bookseller-recommendations-2026,9,general-ranking,サンキューピッチ,住吉九,,,9,detailUrl=http://www.honyaclub.com/shop/affiliate/itemlist.aspx?isbn=9784088843056&affiliate=hhikidashi,2026
nippan-bookseller-recommendations-2026-010,nippan-bookseller-recommendations-2026,10,general-ranking,K-9 警視庁公安部公安第9課異能対策係,奧山哲矢,,,10,detailUrl=http://www.honyaclub.com/shop/affiliate/itemlist.aspx?isbn=9784065403440&affiliate=hhikidashi,2026
nippan-bookseller-recommendations-2026-011,nippan-bookseller-recommendations-2026,11,general-ranking,シルバーマウンテン,藤田和日郎,,,11,detailUrl=http://www.honyaclub.com/shop/affiliate/itemlist.aspx?isbn=9784098542420&affiliate=hhikidashi,2026
nippan-bookseller-recommendations-2026-012,nippan-bookseller-recommendations-2026,12,general-ranking,怪しいおまわりさん,無機質,,,12,detailUrl=http://www.honyaclub.com/shop/affiliate/itemlist.aspx?isbn=9784088936369&affiliate=hhikidashi,2026
nippan-bookseller-recommendations-2026-013,nippan-bookseller-recommendations-2026,13,general-ranking,邪神の弁当屋さん,イシコ,,,13,detailUrl=http://www.honyaclub.com/shop/affiliate/itemlist.aspx?isbn=9784065378557&affiliate=hhikidashi,2026
nippan-bookseller-recommendations-2026-014,nippan-bookseller-recommendations-2026,14,general-ranking,BFF,小花オト,,,14,detailUrl=http://www.honyaclub.com/shop/affiliate/itemlist.aspx?isbn=9784098538676&affiliate=hhikidashi,2026
nippan-bookseller-recommendations-2026-015,nippan-bookseller-recommendations-2026,15,general-ranking,黒月のイェルクナハト,スズモトコウ,,,15,detailUrl=http://www.honyaclub.com/shop/affiliate/itemlist.aspx?isbn=9784065400753&affiliate=hhikidashi,2026
dc-lovecome-manga-award-poll-2024-002,dc-lovecome-manga-award-poll-2024,2,community-poll-result,푸른상자,,,,27,resultOrder=1;firstChoiceVotes=11;secondChoiceVotes=5;score1.2to1=18.2;score2to1.5=29.5;score1.5to1=21.5;respondents=69,2024-05-12
dc-lovecome-manga-award-poll-2024-003,dc-lovecome-manga-award-poll-2024,3,community-poll-result,늦은 밤의 하트튠,,,,23,resultOrder=2;firstChoiceVotes=8;secondChoiceVotes=7;score1.2to1=16.6;score2to1.5=26.5;score1.5to1=19;respondents=69,2024-05-12
dc-lovecome-manga-award-poll-2024-004,dc-lovecome-manga-award-poll-2024,4,community-poll-result,패배 히로인이 너무 많아!,,,,21,resultOrder=3;firstChoiceVotes=5;secondChoiceVotes=11;score1.2to1=17;score2to1.5=26.5;score1.5to1=18.5;respondents=69,2024-05-12
dc-lovecome-manga-award-poll-2024-005,dc-lovecome-manga-award-poll-2024,5,community-poll-result,노아 선배는 친구,,,,20,resultOrder=4;firstChoiceVotes=7;secondChoiceVotes=6;score1.2to1=14.4;score2to1.5=23;score1.5to1=16.5;respondents=69,2024-05-12
dc-lovecome-manga-award-poll-2024-006,dc-lovecome-manga-award-poll-2024,6,community-poll-result,학생회에도 구멍은 있다,,,,18,resultOrder=5;firstChoiceVotes=6;secondChoiceVotes=6;score1.2to1=13.2;score2to1.5=21;score1.5to1=15;respondents=69,2024-05-12
dc-lovecome-manga-award-poll-2024-007,dc-lovecome-manga-award-poll-2024,7,community-poll-result,연애편지와 13살의 여배우,,,,17,resultOrder=6;firstChoiceVotes=6;secondChoiceVotes=5;score1.2to1=12.2;score2to1.5=19.5;score1.5to1=14;respondents=69,2024-05-12
dc-lovecome-manga-award-poll-2024-008,dc-lovecome-manga-award-poll-2024,8,community-poll-result,향기로운 꽃은 늠름하게 핀다,,,,15,resultOrder=7;firstChoiceVotes=7;secondChoiceVotes=1;score1.2to1=9.4;score2to1.5=15.5;score1.5to1=11.5;respondents=69,2024-05-12
dc-lovecome-manga-award-poll-2024-009,dc-lovecome-manga-award-poll-2024,9,community-poll-result,옆자리 고양이와 사랑을 모르는 아이,,,,11,resultOrder=8;firstChoiceVotes=4;secondChoiceVotes=3;score1.2to1=7.8;score2to1.5=12.5;score1.5to1=9;respondents=69,2024-05-12
dc-lovecome-manga-award-poll-2024-010,dc-lovecome-manga-award-poll-2024,10,community-poll-result,오가미 츠미키와 기일상,,,,10,resultOrder=9;firstChoiceVotes=4;secondChoiceVotes=2;score1.2to1=6.8;score2to1.5=11;score1.5to1=8;respondents=69,2024-05-12
dc-lovecome-manga-award-poll-2024-011,dc-lovecome-manga-award-poll-2024,11,community-poll-result,내가 좋아하는 사람이 좋아하는 사람,,,,7,resultOrder=10;firstChoiceVotes=1;secondChoiceVotes=5;score1.2to1=6.2;score2to1.5=9.5;score1.5to1=6.5;respondents=69,2024-05-12
dc-lovecome-manga-award-poll-2024-012,dc-lovecome-manga-award-poll-2024,12,community-poll-result,천재마녀의 마력고갈,,,,6,resultOrder=11;firstChoiceVotes=1;secondChoiceVotes=4;score1.2to1=5.2;score2to1.5=8;score1.5to1=5.5;respondents=69,2024-05-12
dc-lovecome-manga-award-poll-2024-013,dc-lovecome-manga-award-poll-2024,13,community-poll-result,몹쓸 여자에게 행복 있으라,,,,7,resultOrder=12;firstChoiceVotes=1;secondChoiceVotes=5;score1.2to1=6.2;score2to1.5=9.5;score1.5to1=6.5;respondents=69,2024-05-12
dc-lovecome-manga-award-poll-2024-014,dc-lovecome-manga-award-poll-2024,14,community-poll-result,아마가미양네 인연맺기,,,,5,resultOrder=13;firstChoiceVotes=2;secondChoiceVotes=1;score1.2to1=3.4;score2to1.5=5.5;score1.5to1=4;respondents=69,2024-05-12
dc-lovecome-manga-award-poll-2024-015,dc-lovecome-manga-award-poll-2024,15,community-poll-result,쿠스노키는 이미지 변신에 실패하고 있다,,,,4,resultOrder=14;firstChoiceVotes=1;secondChoiceVotes=2;score1.2to1=3.2;score2to1.5=5;score1.5to1=3.5;respondents=69,2024-05-12
dc-lovecome-manga-award-poll-2024-016,dc-lovecome-manga-award-poll-2024,16,community-poll-result,아싸인 내게 벌칙 게임으로 고백해 온 갸루가 아무리 봐도 나한테 반한 것 같다,,,,4,resultOrder=15;firstChoiceVotes=1;secondChoiceVotes=2;score1.2to1=3.2;score2to1.5=5;score1.5to1=3.5;respondents=69,2024-05-12
dc-lovecome-manga-award-poll-2024-017,dc-lovecome-manga-award-poll-2024,17,community-poll-result,마음 프로그램,,,,2,resultOrder=16;firstChoiceVotes=0;secondChoiceVotes=2;score1.2to1=2;score2to1.5=3;score1.5to1=2;respondents=69,2024-05-12
dc-lovecome-manga-award-poll-2024-018,dc-lovecome-manga-award-poll-2024,18,community-poll-result,그리고 싶어진 다음엔,,,,2,resultOrder=17;firstChoiceVotes=1;secondChoiceVotes=0;score1.2to1=1.2;score2to1.5=2;score1.5to1=1.5;respondents=69,2024-05-12
dc-lovecome-manga-award-poll-2024-019,dc-lovecome-manga-award-poll-2024,19,community-poll-result,용살의 이사기,,,,2,resultOrder=18;firstChoiceVotes=1;secondChoiceVotes=0;score1.2to1=1.2;score2to1.5=2;score1.5to1=1.5;respondents=69,2024-05-12
dc-lovecome-manga-award-poll-2024-020,dc-lovecome-manga-award-poll-2024,20,community-poll-result,오늘부터 시작하는 소꿉친구,,,,2,resultOrder=19;firstChoiceVotes=1;secondChoiceVotes=0;score1.2to1=1.2;score2to1.5=2;score1.5to1=1.5;respondents=69,2024-05-12
dc-lovecome-manga-award-poll-2024-021,dc-lovecome-manga-award-poll-2024,21,community-poll-result,아무하고나 자는 네가 좋아,,,,2,resultOrder=20;firstChoiceVotes=1;secondChoiceVotes=0;score1.2to1=1.2;score2to1.5=2;score1.5to1=1.5;respondents=69,2024-05-12
dc-lovecome-manga-award-poll-2024-022,dc-lovecome-manga-award-poll-2024,22,community-poll-result,왕자님의 친구,,,,1,resultOrder=21;firstChoiceVotes=0;secondChoiceVotes=1;score1.2to1=1;score2to1.5=1.5;score1.5to1=1;respondents=69,2024-05-12
dc-lovecome-manga-award-poll-2024-023,dc-lovecome-manga-award-poll-2024,23,community-poll-result,와카바 짱은 깨닫게 하고 싶어,,,,1,resultOrder=22;firstChoiceVotes=0;secondChoiceVotes=1;score1.2to1=1;score2to1.5=1.5;score1.5to1=1;respondents=69,2024-05-12
shogakukan-manga-award-01-001,shogakukan-manga-award-01,1,work,ブウタン,馬場のぼる,,,winner,archiveRow=1; originalAwardTitle=『ブウタン』; publication=幼年ブック・集英社,1955
shogakukan-manga-award-02-001,shogakukan-manga-award-02,1,work,おやまのかばちゃん,石田英助,,,winner,archiveRow=1; originalAwardTitle=『おやまのかばちゃん』 『こぞうのぼんちゃん』; publication=幼稚園・小学館,1956
shogakukan-manga-award-02-002,shogakukan-manga-award-02,2,work,こぞうのぼんちゃん,石田英助,,,winner,archiveRow=1; originalAwardTitle=『おやまのかばちゃん』 『こぞうのぼんちゃん』; publication=小学一年生・小学館,1956
shogakukan-manga-award-03-001,shogakukan-manga-award-03,1,work,漫画生物学,手塚治虫,,,winner,archiveRow=1; originalAwardTitle=『漫画生物学』 『びいこちゃん』; publication=中学初級コース・学習研究社,1957
shogakukan-manga-award-03-002,shogakukan-manga-award-03,2,work,びいこちゃん,手塚治虫,,,winner,archiveRow=1; originalAwardTitle=『漫画生物学』 『びいこちゃん』; publication=二年生文庫・講談社,1957
shogakukan-manga-award-04-001,shogakukan-manga-award-04,1,work,しあわせの王子,センバ太郎,,,winner,archiveRow=1; originalAwardTitle=『しあわせの王子』 『ちびくろさんぼ』ほか; publication=小学四年生・小学館,1958
shogakukan-manga-award-04-002,shogakukan-manga-award-04,2,work,ちびくろさんぼ,センバ太郎,,,winner,archiveRow=1; originalAwardTitle=『しあわせの王子』 『ちびくろさんぼ』ほか; publication=小学二年生・小学館,1958
shogakukan-manga-award-05-001,shogakukan-manga-award-05,1,work,こりすのぽっこ,太田じろう,,,winner,archiveRow=1; originalAwardTitle=『こりすのぽっこ』ほか; publication=こばと・集英社,1959
shogakukan-manga-award-05-002,shogakukan-manga-award-05,2,work,フイチンさん,上田としこ,,,winner,archiveRow=2; originalAwardTitle=『フイチンさん』 『ぼんこちゃん』ほか; publication=少女クラブ・講談社,1959
shogakukan-manga-award-05-003,shogakukan-manga-award-05,3,work,ぼんこちゃん,上田としこ,,,winner,archiveRow=2; originalAwardTitle=『フイチンさん』 『ぼんこちゃん』ほか; publication=りぼん・集英社,1959
shogakukan-manga-award-06-001,shogakukan-manga-award-06,1,no-recipient,該当者なし,,,,no-recipient,archiveRow=1; reviewHint=possible-excluded-non-manga,1960
shogakukan-manga-award-07-001,shogakukan-manga-award-07,1,work,サイエンス君の世界旅行,秋玲二,,,winner,archiveRow=1; originalAwardTitle=『サイエンス君の世界旅行』; publication=中学生の友 二年・小学館,1961
shogakukan-manga-award-08-001,shogakukan-manga-award-08,1,work,すすめロボケット,藤子不二雄,,,winner,archiveRow=1; originalAwardTitle=『すすめロボケット』 『てぶくろてっちゃん』; publication=幼稚園～小学三年生 ほか・小学館,1962
shogakukan-manga-award-08-002,shogakukan-manga-award-08,2,work,てぶくろてっちゃん,藤子不二雄,,,winner,archiveRow=1; originalAwardTitle=『すすめロボケット』 『てぶくろてっちゃん』; publication=たのしい一年生～たのしい三年生 ほか・講談社,1962
shogakukan-manga-award-09-001,shogakukan-manga-award-09,1,work,ファイト先生,関谷ひさし,,,winner,archiveRow=1; originalAwardTitle=『ファイト先生』 『ストップ！にいちゃん』; publication=小学五年生・小学館,1963
shogakukan-manga-award-09-002,shogakukan-manga-award-09,2,work,ストップ！にいちゃん,関谷ひさし,,,winner,archiveRow=1; originalAwardTitle=『ファイト先生』 『ストップ！にいちゃん』; publication=少年・光文社,1963
shogakukan-manga-award-10-001,shogakukan-manga-award-10,1,work,おそ松くん,赤塚不二夫,,,winner,archiveRow=1; originalAwardTitle=『おそ松くん』; publication=週刊少年サンデー・小学館,1964
shogakukan-manga-award-11-001,shogakukan-manga-award-11,1,work,パキちゃんとガン太,前川かずお,,,winner,archiveRow=1; originalAwardTitle=『パキちゃんとガン太』 『マーちゃん ミーちゃん』; publication=小学三年生・小学館,1965
shogakukan-manga-award-11-002,shogakukan-manga-award-11,2,work,マーちゃん ミーちゃん,前川かずお,,,winner,archiveRow=1; originalAwardTitle=『パキちゃんとガン太』 『マーちゃん ミーちゃん』; publication=小学四年生・小学館,1965
shogakukan-manga-award-12-001,shogakukan-manga-award-12,1,no-recipient,該当者なし,,,,no-recipient,archiveRow=1; reviewHint=possible-excluded-non-manga,1966
shogakukan-manga-award-13-001,shogakukan-manga-award-13,1,work,佐武と市捕物控,石森章太郎,,,winner,archiveRow=1; originalAwardTitle=『佐武と市捕物控』 『ジュン』; publication=週刊少年サンデー・小学館,1967
shogakukan-manga-award-13-002,shogakukan-manga-award-13,2,work,ジュン,石森章太郎,,,winner,archiveRow=1; originalAwardTitle=『佐武と市捕物控』 『ジュン』; publication=COM・虫プロ出版,1967
shogakukan-manga-award-14-001,shogakukan-manga-award-14,1,work,アニマル1,川崎のぼる,,,winner,archiveRow=1; originalAwardTitle=『アニマル1』 『いなかっぺ大将』; publication=週刊少年サンデー・小学館,1968
shogakukan-manga-award-14-002,shogakukan-manga-award-14,2,work,いなかっぺ大将,川崎のぼる,,,winner,archiveRow=1; originalAwardTitle=『アニマル1』 『いなかっぺ大将』; publication=小学五年生 ほか・小学館,1968
shogakukan-manga-award-15-001,shogakukan-manga-award-15,1,work,ファイヤー！,水野英子,,,winner,archiveRow=1; originalAwardTitle=『ファイヤー！』; publication=週刊セブンティーン・集英社,1969
shogakukan-manga-award-16-001,shogakukan-manga-award-16,1,work,ギャグおじさん,秋竜山,,,winner,archiveRow=1; originalAwardTitle=『ギャグおじさん』 『親バカ天国』; publication=デラックス少年サンデー・小学館,1970
shogakukan-manga-award-16-002,shogakukan-manga-award-16,2,work,親バカ天国,秋竜山,,,winner,archiveRow=1; originalAwardTitle=『ギャグおじさん』 『親バカ天国』; publication=週刊少年マガジン・講談社,1970
shogakukan-manga-award-16-003,shogakukan-manga-award-16,3,work,ガラスの城,わたなべまさこ,,,winner,archiveRow=2; originalAwardTitle=『ガラスの城』; publication=週刊マーガレット・集英社,1970
shogakukan-manga-award-17-001,shogakukan-manga-award-17,1,work,花いちもんめ,永島慎二,,,winner,archiveRow=1; originalAwardTitle=『花いちもんめ』ほか; publication=週刊少年サンデー・小学館,1971
shogakukan-manga-award-17-002,shogakukan-manga-award-17,2,work,みなしごハッチ,吉田竜夫,,,winner,archiveRow=2; originalAwardTitle=『みなしごハッチ』; publication=よいこ、幼稚園、小学館の絵文庫・小学館,1971
shogakukan-manga-award-18-001,shogakukan-manga-award-18,1,work,とうちゃんのかわいいおヨメさん,あすなひろし,,,winner,archiveRow=1; originalAwardTitle=『とうちゃんのかわいいおヨメさん』 『走れボロ』; publication=週刊少年ジャンプ・集英社,1972
shogakukan-manga-award-18-002,shogakukan-manga-award-18,2,work,走れボロ,あすなひろし,,,winner,archiveRow=1; originalAwardTitle=『とうちゃんのかわいいおヨメさん』 『走れボロ』; publication=女学生の友・小学館,1972
shogakukan-manga-award-19-001,shogakukan-manga-award-19,1,work,男どアホウ甲子園,水島新司,,,winner,archiveRow=1; originalAwardTitle=『男どアホウ甲子園』 『出刃とバット』; publication=週刊少年サンデー・小学館,1973
shogakukan-manga-award-19-002,shogakukan-manga-award-19,2,work,出刃とバット,水島新司,,,winner,archiveRow=1; originalAwardTitle=『男どアホウ甲子園』 『出刃とバット』; publication=週刊少年サンデー・小学館,1973
shogakukan-manga-award-20-001,shogakukan-manga-award-20,1,work,漂流教室,楳図かずお,,,winner,archiveRow=1; originalAwardTitle=『漂流教室』ほか; publication=週刊少年サンデー・小学館,1974
shogakukan-manga-award-21-001,shogakukan-manga-award-21,1,work,ポーの一族,萩尾望都,,,winner,archiveRow=1; originalAwardTitle=『ポーの一族』 『11人いる！』; publication=別冊少女コミック・小学館,1975
shogakukan-manga-award-21-002,shogakukan-manga-award-21,2,work,11人いる！,萩尾望都,,,winner,archiveRow=1; originalAwardTitle=『ポーの一族』 『11人いる！』; publication=別冊少女コミック・小学館,1975
shogakukan-manga-award-21-003,shogakukan-manga-award-21,3,work,ゴルゴ13,さいとう・たかを,,,winner,archiveRow=2; originalAwardTitle=『ゴルゴ13』; publication=ビッグコミック・小学館,1975
shogakukan-manga-award-22-001,shogakukan-manga-award-22,1,work,がんばれ元気,小山ゆう,,,winner,archiveRow=1; originalAwardTitle=『がんばれ元気』; publication=週刊少年サンデー・小学館,1976
shogakukan-manga-award-22-002,shogakukan-manga-award-22,2,work,キャプテン,ちばあきお,,,winner,archiveRow=2; originalAwardTitle=『キャプテン』 『プレイボール』; publication=月刊少年ジャンプ・集英社,1976
shogakukan-manga-award-22-003,shogakukan-manga-award-22,3,work,プレイボール,ちばあきお,,,winner,archiveRow=2; originalAwardTitle=『キャプテン』 『プレイボール』; publication=週刊少年ジャンプ・集英社,1976
shogakukan-manga-award-22-004,shogakukan-manga-award-22,4,work,あぶさん,水島新司,,,winner,archiveRow=3; originalAwardTitle=『あぶさん』; publication=ビッグコミックオリジナル・小学館,1976
shogakukan-manga-award-23-001,shogakukan-manga-award-23,1,work,銀河鉄道999,松本零士,,,winner,archiveRow=1; originalAwardTitle=『銀河鉄道999』 ＜戦場まんがシリーズ＞; publication=週刊少年キング・少年画報社,1977
shogakukan-manga-award-23-002,shogakukan-manga-award-23,2,work,戦場まんがシリーズ,松本零士,,,winner,archiveRow=1; originalAwardTitle=『銀河鉄道999』 ＜戦場まんがシリーズ＞; publication=週刊少年サンデー・小学館,1977
shogakukan-manga-award-23-003,shogakukan-manga-award-23,3,work,のたり松太郎,ちばてつや,,,winner,archiveRow=2; originalAwardTitle=『のたり松太郎』; publication=ビッグコミック・小学館,1977
shogakukan-manga-award-24-001,shogakukan-manga-award-24,1,work,ダメおやじ,古谷三敏,,,winner,archiveRow=1; originalAwardTitle=『ダメおやじ』; publication=週刊少年サンデー・小学館,1978
shogakukan-manga-award-24-002,shogakukan-manga-award-24,2,work,浮浪雲,ジョージ秋山,,,winner,archiveRow=2; originalAwardTitle=『浮浪雲』; publication=ビッグコミックオリジナル・小学館,1978
shogakukan-manga-award-25-001,shogakukan-manga-award-25,1,work,地球へ…,竹宮恵子,,,winner,archiveRow=1; originalAwardTitle=『地球へ…』 『風と木の詩』; publication=月刊マンガ少年・朝日ソノラマ,1979
shogakukan-manga-award-25-002,shogakukan-manga-award-25,2,work,風と木の詩,竹宮恵子,,,winner,archiveRow=1; originalAwardTitle=『地球へ…』 『風と木の詩』; publication=週刊少女コミック・小学館,1979
shogakukan-manga-award-25-003,shogakukan-manga-award-25,3,work,土佐の一本釣り,青柳裕介,,,winner,archiveRow=2; originalAwardTitle=『土佐の一本釣り』; publication=ビッグコミック・小学館,1979
shogakukan-manga-award-26-001,shogakukan-manga-award-26,1,work,うる星やつら,高橋留美子,,,winner,archiveRow=1; originalAwardTitle=『うる星やつら』; publication=週刊少年サンデー・小学館,1980
shogakukan-manga-award-26-002,shogakukan-manga-award-26,2,work,博多っ子純情,長谷川法世,,,winner,archiveRow=2; originalAwardTitle=『博多っ子純情』 『がんがらがん』; publication=週刊漫画アクション・双葉社,1980
shogakukan-manga-award-26-003,shogakukan-manga-award-26,3,work,がんがらがん,長谷川法世,,,winner,archiveRow=2; originalAwardTitle=『博多っ子純情』 『がんがらがん』; publication=ビッグコミックオリジナル・小学館,1980
shogakukan-manga-award-26-004,shogakukan-manga-award-26,4,work,じゃりんこチエ,はるき悦巳,,,winner,archiveRow=3; originalAwardTitle=『じゃりんこチエ』; publication=週刊漫画アクション・双葉社,1980
shogakukan-manga-award-27-001,shogakukan-manga-award-27,1,work,ドラえもん,藤子不二雄,,,winner,archiveRow=1; originalAwardTitle=『ドラえもん』; publication=小学一年生～小学六年生 ほか・小学館,1981
shogakukan-manga-award-27-002,shogakukan-manga-award-27,2,work,Dr.スランプ,鳥山明,,,winner,archiveRow=2; originalAwardTitle=『Dr.スランプ』; publication=週刊少年ジャンプ・集英社,1981
shogakukan-manga-award-27-003,shogakukan-manga-award-27,3,work,三丁目の夕日,西岸良平,,,winner,archiveRow=3; originalAwardTitle=『三丁目の夕日』; publication=ビッグコミックオリジナル・小学館,1981
shogakukan-manga-award-27-004,shogakukan-manga-award-27,4,special-award-non-work,魔物語などの原作活動に対して特別賞,小池一夫,,,special-award,archiveRow=4; originalAwardTitle=『魔物語』などの原作活動に対して特別賞; reviewHint=possible-excluded-non-manga,1981
shogakukan-manga-award-28-001,shogakukan-manga-award-28,1,work,ゲームセンターあらし,すがやみつる,,,winner,archiveRow=1; originalAwardTitle=『ゲームセンターあらし』 『こんにちは マイコン』; publication=コロコロコミック・小学館,1982
shogakukan-manga-award-28-002,shogakukan-manga-award-28,2,work,こんにちは マイコン,すがやみつる,,,winner,archiveRow=1; originalAwardTitle=『ゲームセンターあらし』 『こんにちは マイコン』; publication=小学館,1982
shogakukan-manga-award-28-003,shogakukan-manga-award-28,3,work,みゆき,あだち充,,,winner,archiveRow=2; originalAwardTitle=『みゆき』 『タッチ』; publication=少年ビッグコミック・小学館,1982
shogakukan-manga-award-28-004,shogakukan-manga-award-28,4,work,タッチ,あだち充,,,winner,archiveRow=2; originalAwardTitle=『みゆき』 『タッチ』; publication=週刊少年サンデー・小学館,1982
shogakukan-manga-award-28-005,shogakukan-manga-award-28,5,work,釣りバカ日誌,やまさき十三／北見けんいち,,,winner,archiveRow=3; originalAwardTitle=『釣りバカ日誌』; publication=ビッグコミックオリジナル・小学館,1982
shogakukan-manga-award-29-001,shogakukan-manga-award-29,1,work,パンク・ポンク,たちいりハルコ,,,winner,archiveRow=1; originalAwardTitle=『パンク・ポンク』; publication=小学三年生～小学五年生・小学館,1983
shogakukan-manga-award-29-002,shogakukan-manga-award-29,2,work,六三四の剣,村上もとか,,,winner,archiveRow=2; originalAwardTitle=『六三四の剣』; publication=週刊少年サンデー・小学館,1983
shogakukan-manga-award-29-003,shogakukan-manga-award-29,3,work,吉祥天女,吉田秋生,,,winner,archiveRow=3; originalAwardTitle=『吉祥天女』 『河よりも長くゆるやかに』; publication=別冊少女コミック・小学館,1983
shogakukan-manga-award-29-004,shogakukan-manga-award-29,4,work,河よりも長くゆるやかに,吉田秋生,,,winner,archiveRow=3; originalAwardTitle=『吉祥天女』 『河よりも長くゆるやかに』; publication=プチフラワー・小学館,1983
shogakukan-manga-award-29-005,shogakukan-manga-award-29,5,work,陽だまりの樹,手塚治虫,,,winner,archiveRow=4; originalAwardTitle=『陽だまりの樹』; publication=ビッグコミック・小学館,1983
shogakukan-manga-award-30-001,shogakukan-manga-award-30,1,work,キン肉マン,ゆでたまご,,,winner,archiveRow=1; originalAwardTitle=『キン肉マン』; publication=週刊少年ジャンプ・集英社,1984
shogakukan-manga-award-30-002,shogakukan-manga-award-30,2,work,ふたり鷹,新谷かおる,,,winner,archiveRow=2; originalAwardTitle=『ふたり鷹』 『エリア88』; publication=週刊少年サンデー・小学館,1984
shogakukan-manga-award-30-003,shogakukan-manga-award-30,3,work,エリア88,新谷かおる,,,winner,archiveRow=2; originalAwardTitle=『ふたり鷹』 『エリア88』; publication=少年ビッグコミック・小学館,1984
shogakukan-manga-award-30-004,shogakukan-manga-award-30,4,work,夢の碑,木原敏江,,,winner,archiveRow=3; originalAwardTitle=『夢の碑』; publication=プチフラワー・小学館,1984
shogakukan-manga-award-30-005,shogakukan-manga-award-30,5,work,人間交差点,矢島正雄／弘兼憲史,,,winner,archiveRow=4; originalAwardTitle=『人間交差点』; publication=ビッグコミックオリジナル・小学館,1984
shogakukan-manga-award-31-001,shogakukan-manga-award-31,1,work,あさりちゃん,室山まゆみ,,,winner,archiveRow=1; originalAwardTitle=『あさりちゃん』; publication=小学二年生～小学六年生・小学館,1985
